variant,fixture,regime,session,query,label,n_block,cos_top1,cos_top2,cos_margin,fused_top1,fused_top2,fused_margin,entropy,bm25_top1_raw,bm25_best_text,bm25_hits,vector_top1_is_text_top1,subject_key,subject_competitors,subject_distinctive,subject_query_overlap,subject_min_df,subject_admits,query_chars,query_tokens,query_is_question,query_first_word,live_facts,stored_facts,n_subjects,session_span_s,gate_open,top1_fact
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Which continent is San Francisco located in?,positive,12,0.879389107227325,0.632459282875061,0.24692982435226396,0.6764531594056346,0.632459282875061,0.04399387653057352,2.4555924593971437,0.0,4.75,48,False,continent francisco located san,3,2,2,1,True,44,7,True,which,150,219,150,0.0,True,San Francisco is located in the continent of North America.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Where was Canadair founded?,positive,12,0.820414125919342,0.86442506313324,-0.04401093721389793,0.7920151754067494,0.6649423562563385,0.1270728191504109,2.462761190631165,8.5,10.0,48,False,canadair city founded,14,2,2,1,True,27,4,True,where,150,219,150,0.0,True,Canadair was founded in the city of Tucson.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Which company is AP1000 produced by?,hard_negative,12,0.408305764198303,0.504499077796936,-0.09619331359863303,0.408305764198303,0.38807621368995077,0.020229550508352234,2.481086048476892,11.0,11.0,48,True,american broadcasting company director,5,2,0,1,False,36,6,True,which,150,219,150,0.0,True,The director of American Broadcasting Company is Ernst Heinkel.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the country of citizenship of Ayumi Hamasaki?,positive,12,0.9462805986404419,0.586016476154327,0.36026412248611495,0.7279081528003399,0.4507819047340976,0.2771262480662423,2.45648872910681,0.0,11.0,48,False,ayumi citizenship hamasaki,15,2,2,1,True,53,9,True,what,150,219,150,0.0,True,Ayumi Hamasaki is a citizen of Japan.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What position does Blair Walsh play?,hard_negative,12,0.547536194324493,0.53238308429718,0.01515311002731301,0.547536194324493,0.53238308429718,0.01515311002731301,2.4809123926670775,7.0,7.0,11,False,leslie lisa plays position,5,2,0,1,False,36,6,True,what,150,219,150,0.0,True,Lisa Leslie plays the position of center.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who is Tony Blair married to?,hard_negative,12,0.5744303464889531,0.617085456848145,-0.042655110359191895,0.5744303464889531,0.545883288750282,0.028547057738671056,2.4728501974782366,13.0,13.0,48,True,derek shepherd spouse,7,2,0,1,False,29,6,True,who,150,219,150,0.0,False,Derek Shepherd is married to Meredith Grey.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who is the author of Endymion?,positive,12,0.7940301895141599,0.587042093276978,0.20698809623718195,0.79403018951416,0.4515708409822907,0.3424593485318693,2.460517076470556,3.75,3.75,48,True,author endymion,6,1,1,1,True,30,6,True,who,150,219,150,0.0,True,The author of Endymion is John Keats.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who is the author of Lady Windermere's Fan?,positive,12,0.837086319923401,0.538035690784454,0.299050629138947,0.6439125537872316,0.538035690784454,0.10587686300277754,2.467219667589473,0.0,1.75,48,False,author fan lady windermere,6,3,3,1,True,43,8,True,who,150,219,150,0.0,True,The author of Lady Windermere's Fan is Oscar Wilde.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the name of the current head of the Japan government?,hard_negative,12,0.6745614409446721,0.564180195331573,0.11038124561309903,0.5188934161112861,0.516213458076662,0.0026799580346241747,2.4802797246938644,0.0,2.375,48,False,america current government head states united,4,3,1,2,True,61,12,True,what,150,219,150,0.0,True,The name of the current head of the United States of America government is Donald Trump.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who is the chairperson of Congolese Party of Labour?,hard_negative,12,0.560227990150452,0.534021079540253,0.026206910610198975,0.560227990150452,0.4847268260442296,0.07550116410622237,2.466947748746136,2.5,2.5,48,True,chairperson fatah,1,2,1,1,True,52,9,True,who,150,219,150,0.0,True,The chairperson of Fatah is Mahmoud Abbas.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Which sport is flanker associated with?,positive,12,0.6505052447319031,0.807068884372711,-0.15656363964080788,0.6505052447319031,0.6208222187482392,0.029683025983663902,2.4711997198743347,7.0,7.0,48,True,ceni plays position rogério,5,2,0,1,False,39,6,True,which,150,219,150,0.0,True,Rogério Ceni plays the position of flanker.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the capital of Czech Republic?,positive,12,0.9055514931678772,0.5170111060142519,0.38854038715362527,0.6965780716675978,0.5170111060142519,0.17956696565334584,2.456831931658174,0.0,2.2,48,False,capital czech republic,4,2,2,1,True,38,7,True,what,150,219,150,0.0,True,The capital of Czech Republic is Prague.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What position does Lisa Leslie play?,positive,12,0.892126381397247,0.7856012582778931,0.10652512311935391,0.892126381397247,0.7856012582778931,0.10652512311935391,2.434855461174609,8.75,8.75,9,False,leslie lisa plays position,5,2,2,1,True,36,6,True,what,150,219,150,0.0,True,Lisa Leslie plays the position of center.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the name of the current head of state in Soviet Union?,positive,12,0.8947601318359379,0.843321859836578,0.05143827199935991,0.688277024489183,0.6487091229512139,0.039567901537969186,2.460834985489366,0.0,2.2,48,False,current head soviet state union,3,3,3,1,True,62,13,True,what,150,219,150,0.0,True,The name of the current head of state in Soviet Union is Mikhail Gorbachev.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the country of citizenship of Ferdinand von Richthofen?,positive,12,0.9194464683532715,0.802714645862579,0.11673182249069247,0.7072665141179011,0.6174728045096761,0.08979370960822497,2.4593525371740883,0.0,11.0,48,False,citizenship ferdinand richthofen von,16,3,3,1,True,63,10,True,what,150,219,150,0.0,True,Ferdinand von Richthofen is a citizen of Germany.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Which religion is Karen Armstrong affiliated with?,positive,12,0.8573092818260191,0.569841086864471,0.2874681949615481,0.8078491309514411,0.569841086864471,0.23800804408697007,2.4513013134251604,3.0,4.0,48,False,affiliated armstrong karen religion,5,2,2,1,True,50,7,True,which,150,219,150,0.0,True,Karen Armstrong is affiliated with the religion of Church of Scotland.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who was Vito Corleone created by?,hard_negative,12,0.416689395904541,0.413099884986877,0.0035895109176640183,0.3445700773826012,0.3416018279699175,0.002968249412683699,2.484108565988582,2.5,10.0,48,False,company ford founder motor,10,1,0,1,False,33,6,True,who,150,219,150,0.0,False,Ford Motor Company was founded by Henri Grégoire.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the capital of Romania?,hard_negative,12,0.7304092049598689,0.516343355178833,0.21406584978103593,0.5618532345845145,0.516343355178833,0.04550987940568152,2.4803146867687444,0.0,3.0,48,False,bucharest headquarters location university,11,2,0,1,False,31,6,True,what,150,219,150,0.0,True,The headquarters of University of Bucharest is located in the city of Bucharest.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Which continent is India located in?,hard_negative,12,0.688503563404083,0.6119512319564819,0.0765523314476011,0.688503563404083,0.6119512319564819,0.0765523314476011,2.4585598412333476,4.75,4.75,48,True,bengaluru continent located,3,1,0,1,False,36,6,True,which,150,219,150,0.0,False,Bengaluru is located in the continent of Asia.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Which city did Olga of Kiev die in?,hard_negative,12,0.627996861934662,0.46284770965576205,0.16514915227889992,0.4830745091805092,0.46284770965576205,0.020226799524747152,2.4787705688752224,0.0,3.25,48,False,igor kiev spouse,7,2,1,1,True,35,8,True,which,150,219,150,0.0,True,Igor of Kiev is married to Olga of Kiev.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who founded Sasanian Empire?,positive,12,0.87962144613266,0.756211757659912,0.12340968847274802,0.828874055009622,0.7125841562564555,0.11628989875316642,2.455509185808758,9.0,12.0,23,False,empire founder sasanian,8,2,2,1,True,28,4,True,who,150,219,150,0.0,True,Sasanian Empire was founded by Ardashir I.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Which city did Pedro Pierluisi work in?,positive,12,0.792904496192932,0.530838966369629,0.262065529823303,0.6099265355330246,0.530838966369629,0.07908756916339554,2.469839504830295,0.0,14.0,48,False,city pedro pierluisi worked,14,3,2,1,True,39,7,True,which,150,219,150,0.0,True,"Pedro Pierluisi worked in the city of Washington, D.C.."
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Which sport is Surrey Senior Cup associated with?,hard_negative,12,0.46725058555603005,0.45756876468658403,0.009681820869446023,0.4257786400924771,0.41695615243629547,0.008822487656181655,2.4828839575735477,2.0,3.25,48,False,alta associated if sport,14,2,0,1,False,49,8,True,which,150,219,150,0.0,False,Alta IF is associated with the sport of association football.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the country of citizenship of Narendra Modi?,positive,12,0.893316924571991,0.808722198009491,0.0845947265625,0.6871668650553776,0.6220939984688392,0.06507286658653844,2.4572512627828247,0.0,11.0,48,False,citizenship modi narendra,15,2,2,1,True,52,9,True,what,150,219,150,0.0,True,Narendra Modi is a citizen of India.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who is Victoria Beckham married to?,positive,12,0.9433806538581848,0.579075217247009,0.36430543661117576,0.8233647718584748,0.579075217247009,0.24428955461146573,2.4577777679181096,5.83333333333333,13.0,48,False,beckham spouse victoria,7,2,2,1,True,35,6,True,who,150,219,150,0.0,True,Victoria Beckham is married to David Beckham.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the country of citizenship of Charles Messier?,positive,12,0.9118663668632507,0.832143127918243,0.07972323894500777,0.7014356668178852,0.6401100983986484,0.06132556841923675,2.4521324885626523,0.0,11.0,48,False,charles citizenship messier,16,2,2,1,True,54,9,True,what,150,219,150,0.0,True,Charles Messier is a citizen of France.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who was Rand al'Thor created by?,hard_negative,12,0.526113092899323,0.45003354549408003,0.07607954740524292,0.40470237915332535,0.37214312415856615,0.0325592549947592,2.482063652000426,0.0,10.0,48,False,author earthsea wizard,6,2,0,1,False,32,6,True,who,150,219,150,0.0,False,The author of A Wizard of Earthsea is Ursula K. Le Guin.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What position does Mike D'Antoni play?,positive,12,0.875314235687256,0.54580169916153,0.329512536525726,0.846457722422841,0.54580169916153,0.300656023261311,2.458821299755813,6.0,7.0,9,False,antoni d mike plays position,5,3,3,1,True,38,6,True,what,150,219,150,0.0,True,Mike D'Antoni plays the position of point guard.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What is the country of citizenship of Colin Irwin?,positive,12,0.887823820114136,0.833227634429932,0.05459618568420399,0.6829414000877969,0.6409443341768707,0.04199706591092622,2.454419441055818,0.0,11.0,48,False,citizenship colin irwin,15,2,2,1,True,50,9,True,what,150,219,150,0.0,True,Colin Irwin is a citizen of United Kingdom.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who is Walter Chrysler's child?,hard_negative,12,0.49868100881576505,0.5868931412696841,-0.08821213245391901,0.49868100881576505,0.4514562625151416,0.047224746300623455,2.473378536174456,7.0,7.0,48,True,aristotle child,0,2,1,1,True,31,5,True,who,150,219,150,0.0,True,Aristotle's child is Nicomachus.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,Who is Charles Darwin married to?,hard_negative,12,0.5324967503547671,0.48895972967147805,0.04353702068328902,0.5324967503547671,0.488959729671478,0.043537020683289074,2.472783511721834,13.0,13.0,48,False,ceaușescu nicolae spouse,8,2,0,1,False,33,6,True,who,150,219,150,0.0,False,Nicolae Ceaușescu is married to Wilhelm II.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,What position does Irving Fryar play?,hard_negative,12,0.5210720300674441,0.516273975372314,0.004798054695130061,0.5210720300674441,0.516273975372314,0.004798054695130061,2.4773061770286002,7.0,7.0,9,True,ceni plays position rogério,5,2,0,1,False,37,6,True,what,150,219,150,0.0,False,Rogério Ceni plays the position of flanker.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what's the weather in Paris?,off_domain_negative,12,0.49687218666076705,0.386766374111176,0.11010581254959106,0.3822093743544362,0.34213948479065565,0.04006988956378055,2.4827071548280073,0.0,3.0,48,False,chanel city coco died,15,2,0,1,False,28,5,True,what's,150,219,150,0.0,False,Coco Chanel died in the city of Paris.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,how do I center a div in CSS?,off_domain_negative,12,0.46007001399993896,0.411793351173401,0.048276662826537975,0.460070013999939,0.411793351173401,0.04827666282653803,2.4624042124942394,7.0,7.0,48,False,associated center sport,14,1,1,1,True,29,8,True,how,150,219,150,0.0,True,center is associated with the sport of basketball.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,explain the difference between TCP and UDP,off_domain_negative,12,0.366511225700378,0.35275673866271995,0.013754487037658025,0.366511225700378,0.35275673866271995,0.013754487037658025,2.4762281726936823,1.0,1.0,48,False,ceni plays position rogério,5,2,0,1,False,42,7,False,explain,150,219,150,0.0,False,Rogério Ceni plays the position of goalkeeper.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,write me a haiku about autumn,off_domain_negative,12,0.48731696605682395,0.48102855682373,0.006288409233093928,0.37485920465909534,0.3700219667874846,0.004837237871610722,2.4833903156698067,0.0,0.0,0,False,eliot language speaks t,12,2,0,1,False,29,6,False,write,150,219,150,0.0,False,T. S. Eliot speaks the language of English.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what time is it in Tokyo?,off_domain_negative,12,0.71210777759552,0.45923483371734597,0.25287294387817405,0.5477752135350153,0.43274051638749905,0.1150346971475163,2.4738365085929757,0.0,2.0,48,False,capital japan,5,1,0,2,False,25,6,True,what,150,219,150,0.0,False,The capital of Japan is Tokyo.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,summarize this article for me,off_domain_negative,12,0.510668039321899,0.49028861522674605,0.02037942409515292,0.392821568709153,0.37714508863595847,0.015676480073194554,2.483171595909385,0.0,5.0,3,False,language playboy,12,1,0,1,False,29,5,False,summarize,150,219,150,0.0,False,Playboy was written in the language of English.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,can you explain that again?,off_domain_negative,12,0.435133337974548,0.412226557731628,0.022906780242920033,0.33471795228811385,0.3170973521012523,0.017620600186861568,2.484166935795583,0.0,2.5,3,False,author categories,6,1,0,1,False,27,5,True,can,150,219,150,0.0,False,The author of Categories is Aristotle.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,"thanks, that helps",off_domain_negative,12,0.42873990535736095,0.40910130739212003,0.019638597965240923,0.32979992719796997,0.31469331337855383,0.015106613819416137,2.484533115425185,0.0,2.5,3,False,author categories,6,1,0,1,False,18,3,False,thanks,150,219,150,0.0,False,The author of Categories is Aristotle.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what's 17 times 23?,off_domain_negative,12,0.408131062984467,0.385975241661072,0.022155821323394997,0.3139469715265131,0.29690403204697846,0.017042939479534613,2.484038280414793,0.0,3.5,1,False,author categories,6,1,0,1,False,19,4,True,what's,150,219,150,0.0,False,The author of Categories is Aristotle.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,translate 'good morning' into Japanese,off_domain_negative,12,0.64990758895874,0.626483023166656,0.023424565792083962,0.64990758895874,0.626483023166656,0.023424565792083962,2.4509978899538365,14.0,14.0,2,False,japan language official,13,1,0,2,False,38,5,False,translate,150,219,150,0.0,False,The official language of Japan is Japanese.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,give me a recipe for banana bread,off_domain_negative,12,0.38655990362167403,0.37300640344619795,0.013553500175476074,0.29735377201667235,0.2869280026509215,0.010425769365750848,2.483218505788066,0.0,5.0,3,False,country created pesäpallo,8,1,0,1,False,33,7,False,give,150,219,150,0.0,True,pesäpallo was created in the country of Philippines.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what does HTTP 429 mean?,off_domain_negative,12,0.376867175102234,0.367576241493225,0.009290933609009011,0.28989782700171846,0.2827509549947884,0.0071468720069300384,2.484135730024795,0.0,0.0,0,False,language playboy,12,1,0,1,False,24,5,True,what,150,219,150,0.0,False,Playboy was written in the language of English.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,how long should I boil an egg?,off_domain_negative,12,0.32865339517593395,0.36039507389068604,-0.031741678714752086,0.32865339517593395,0.27722697991591233,0.05142641526002162,2.481592199742911,8.0,8.0,1,True,capital empire tang,5,2,0,1,False,30,7,True,how,150,219,150,0.0,False,The capital of Tang Empire is Chang'an.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,draft an email declining a meeting,off_domain_negative,12,0.357183754444122,0.347825706005096,0.00935804843902599,0.2747567341877861,0.26755823538853535,0.007198498799250774,2.484660167217029,0.0,8.0,1,False,city pedro pierluisi worked,14,3,0,1,False,34,6,False,draft,150,219,150,0.0,True,"Pedro Pierluisi worked in the city of Washington, D.C.."
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,explain recursion like I'm five,off_domain_negative,12,0.433097362518311,0.403450608253479,0.029646754264831987,0.3331518173217777,0.3103466217334454,0.022805195588332272,2.4826120955475774,0.0,0.0,0,False,author categories,6,1,0,1,False,31,5,False,explain,150,219,150,0.0,False,The author of Categories is Aristotle.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,is it going to rain tomorrow?,off_domain_negative,12,0.33621060848236095,0.341979920864105,-0.005769312381744052,0.2896583703848033,0.2630614775877731,0.026596892797030203,2.483829135409408,1.0,2.5,48,False,bengaluru continent located,3,1,0,1,False,29,6,True,is,150,219,150,0.0,False,Bengaluru is located in the continent of Asia.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,set a timer for 10 minutes,off_domain_negative,12,0.309777736663818,0.27128851413726796,0.03848922252655007,0.309777736663818,0.27128851413726796,0.03848922252655007,2.4831016142652995,5.0,5.0,3,False,famous ferdowsi work,1,3,0,1,True,26,6,False,set,150,219,150,0.0,True,Ferdowsi is famous for Shahnameh.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,help me debug this stack trace,off_domain_negative,12,0.39675247669220004,0.38211053609848,0.014641940593720038,0.30519421284015386,0.2939311816142154,0.011263031225938469,2.4838909424376805,0.0,0.0,0,False,city pedro pierluisi worked,14,3,0,1,False,30,6,False,help,150,219,150,0.0,False,"Pedro Pierluisi worked in the city of Washington, D.C.."
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,how do I revert a git commit?,off_domain_negative,12,0.32489764690399203,0.318295240402222,0.0066024065017700195,0.24992126684922464,0.24484249261709384,0.005078774232130795,2.4846504820957693,0.0,0.0,0,False,chief executive microsoft officer,2,1,0,1,False,29,7,True,how,150,219,150,0.0,False,The chief executive officer of Microsoft is Satya Nadella.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what are the side effects of ibuprofen?,off_domain_negative,12,0.33612155914306596,0.32473760843277,0.011383950710295965,0.302878767579466,0.2926207021042543,0.010258065475211742,2.4820153819368964,1.0,1.75,48,False,hines plays position ward,5,2,0,1,False,39,7,True,what,150,219,150,0.0,False,Hines Ward plays the position of cornerback.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,recommend a sci-fi novel,off_domain_negative,12,0.537298798561096,0.519944667816162,0.01735413074493397,0.41330676812392,0.39995743678166307,0.01334933134225691,2.4801794142404545,0.0,0.0,0,False,author starship troopers,6,2,0,1,False,24,4,False,recommend,150,219,150,0.0,False,The author of Starship Troopers is Robert A. Heinlein.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,convert 200 pounds to kilograms,off_domain_negative,12,0.3841472864151,0.36499762535095204,0.01914966106414795,0.3841472864151,0.32288251473353446,0.06126477168156552,2.48153774229352,4.0,4.0,10,False,ceaușescu nicolae spouse,8,2,0,1,False,31,5,False,convert,150,219,150,0.0,False,Nicolae Ceaușescu is married to Wilhelm II.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what's the difference between a list and a tuple?,off_domain_negative,12,0.468209147453308,0.337727189064026,0.130481958389282,0.36016088265639074,0.337727189064026,0.022433693592364745,2.4784255225541543,0.0,1.0,48,False,author categories,6,1,0,1,False,49,9,True,what's,150,219,150,0.0,True,The author of Categories is Aristotle.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,how many calories are in an avocado?,off_domain_negative,12,0.39042717218399003,0.33115893602371205,0.05926823616027799,0.32285323853676096,0.2738429663273003,0.04901027220946064,2.4811852989055367,2.0,8.0,48,False,country created pesäpallo,8,1,0,1,False,36,7,True,how,150,219,150,0.0,False,pesäpallo was created in the country of Philippines.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,explain quantum entanglement briefly,off_domain_negative,12,0.40800952911377,0.386644244194031,0.02136528491973899,0.3138534839336692,0.2974186493800238,0.01643483455364536,2.4841249627993167,0.0,0.0,0,False,current head soviet state union,3,3,0,1,False,36,4,False,explain,150,219,150,0.0,False,The name of the current head of state in Soviet Union is Mikhail Gorbachev.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,why is the sky blue?,off_domain_negative,12,0.368508219718933,0.38665413856506303,-0.018145918846130038,0.3401614335867074,0.29742626043466386,0.04273517315204356,2.482211719830908,0.666666666666667,1.0,48,False,bengaluru continent located,3,1,0,1,False,20,5,True,why,150,219,150,0.0,False,Bengaluru is located in the continent of Asia.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what's a good name for a startup?,off_domain_negative,12,0.50636214017868,0.49751770496368397,0.008844435214996005,0.38950933859898457,0.3827059268951415,0.006803411703843076,2.4820471215655218,0.0,5.0,7,False,associated firm new sport,14,2,0,1,False,33,7,True,what's,150,219,150,0.0,False,New Firm is associated with the sport of association football.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,tell me a joke,off_domain_negative,12,0.407531261444092,0.405897200107574,0.0016340613365180001,0.3134855857262246,0.31222861546736463,0.0012569702588599574,2.4843109186733803,0.0,0.0,0,False,eliot language speaks t,12,2,0,1,False,14,4,False,tell,150,219,150,0.0,False,T. S. Eliot speaks the language of English.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what does this error mean: ECONNREFUSED,off_domain_negative,12,0.371044278144836,0.36760842800140403,0.003435850143431951,0.2854186754960277,0.2827757138472339,0.0026429616487937957,2.4845295342619584,0.0,0.0,0,False,ceni plays position rogério,5,2,0,1,False,39,6,False,what,150,219,150,0.0,False,Rogério Ceni plays the position of goalkeeper.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,how far away is the moon?,off_domain_negative,12,0.323175549507141,0.33655190467834495,-0.013376355171203946,0.323175549507141,0.3106632966261646,0.012512252880976404,2.4816542842336315,1.0,1.0,48,False,country created pesäpallo,8,1,0,1,False,25,6,True,how,150,219,150,0.0,False,pesäpallo was created in the country of Philippines.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,write a SQL query joining two tables,off_domain_negative,12,0.377493500709534,0.375668585300446,0.0018249154090880237,0.2903796159304108,0.2889758348464969,0.0014037810839138687,2.483997853132364,0.0,0.0,0,False,associated firm new sport,14,2,0,1,False,36,7,False,write,150,219,150,0.0,False,New Firm is associated with the sport of baseball.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,open the file and show me line 40,off_domain_negative,12,0.35218775272369396,0.40861725807189897,-0.05642950534820501,0.35218775272369396,0.3143209677476146,0.03786678497607937,2.4816038220229037,1.0,1.0,48,False,author endymion,6,1,0,1,False,33,8,False,open,150,219,150,0.0,False,The author of Endymion is John Keats.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,what's on my calendar today?,off_domain_negative,12,0.363250494003296,0.27699780464172397,0.08625268936157204,0.2794234569256123,0.27699780464172397,0.0024256522838883576,2.4847311357575457,0.0,7.0,2,False,arts headquarters university,11,1,0,1,False,28,5,True,what's,150,219,150,0.0,False,The headquarters of The University of the Arts is located in the city of Philadelphia.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,should I use tabs or spaces?,off_domain_negative,12,0.391634702682495,0.38586300611496005,0.005771696567534956,0.30125746360191924,0.29681769701150773,0.004439766590411509,2.4843662573798064,0.0,0.0,0,False,author categories,6,1,0,1,False,28,6,True,should,150,219,150,0.0,False,The author of Categories is Aristotle.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,which of these two designs looks better?,off_domain_negative,12,0.37316536903381303,0.36297678947448697,0.01018857955932606,0.37316536903381303,0.36297678947448697,0.01018857955932606,2.4809159873374993,1.0,1.0,48,False,ceni plays position rogério,5,2,0,1,False,40,7,True,which,150,219,150,0.0,False,Rogério Ceni plays the position of flanker.
mxbai,bench_factconsolidation_sh_6k_fold0,bench,calib-factconsolidation_sh_6k-fold0,book a table for two at 8pm,off_domain_negative,12,0.41227406263351396,0.40934145450591997,0.002932608127593994,0.3171338943334723,0.31487804192763075,0.0022558524058415297,2.484442395307872,0.0,5.0,3,False,associated firm new sport,14,2,0,1,False,27,7,False,book,150,219,150,0.0,False,New Firm is associated with the sport of association football.
